,Tweets
687,elonmusk Corn
688,"TheDanPeters TomFitton elonmusk nytimes Already, there are paywalls for virtually every local newspaper web site. So, what's the point of even clicking on their articles from social media?"
689,imogeneisback siqthakidd EmanonNamow viniciuscfp82 elonmusk Biakicis If I had the option of fucking 100 women at once but I'd have to be British I'd say no immediately 🙏🙏🙏
690,"Reluctant_Us3r adrianasreport elonmusk kanyewest We can move on. 

She's right, the symbol isn't the notorious nazi insignias version of a swastika (&amp; its 6-pointed star isn't a star of David). 

The symbol he posted is just a reference to aliens &amp; outer space (in the industry that just means 'to infinity &amp; beyond' contracts)."
691,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
692,Here we go elonmusk 
693,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
694,LenaEpstein elonmusk They could post 100 Hunter Biden dick pics  and I still wouldn’t vote for Trump.
695,"woozy0613 tamsully12 elonmusk So your saying if it were true that he was involved in horrific crimes but he's a Democrat, it's wrong of Elon for wanting to get the truth out there? Is this your way of thinking? This sounds bias to me."
696,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
697,"drewbpimentel: When you realize what the founding team of $PYPL  (AKA PayPal mafia) went on to build, you’ll realize that maybe you sho…"
698,"This is hilarious, how did I TubTalk?
Going to turn on notifications for allnick 

Check this out aescapism, imagine what will happen when elonmusk adds high quality long-length videos &amp; live video.

Still can't tell if this is joke.😂 
🛀🗣️👯‍♂️
 "
699,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
700,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
701,c723a9f65477420 GoalOriented02 elonmusk Exactly
702,elonmusk more people might “heart” things on Twitter if “likes” weren’t public (eg. TikTok)
703,"CollinRugg Nope. elonmusk does what Elon Musk does, bc he is Elon Musk."
704,RubinReport elonmusk He is trying to keep Twitter going. So if we have ads then so be it. Stop complaining.
705,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
706,DynamoInsider_2 HoustonDynamo Yo elonmusk free my boy
707,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
708,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
709,elonmusk Fish
710,"elonmusk 
The Electrical power grid is a weak link!
Should you be afraid of the Chicken Bombs?
Read my short story, and know!
"
711,LoneWolfe666 Belinda71555585 elonmusk bring it bitch.
712,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
713,Re_Enock: elonmusk I think the answer is D right about now. 
714,bcarbary22 thuntman02 life_scifi ThisIsKyleR elonmusk We cannot trust the authorities of a nation that let half of the country burn. Sorry we are weaponized and will stand our grounds. All lives matter. Hence we fight back and protect our property.
715,"RudyGiuliani elonmusk How much has he paid and to how many? You can like elon, i guess most people do but this tweets are 100% bought one."
716,catturd2 elonmusk Not until they are actually made secure
717,elonmusk karpathy So in other words a whole lot of peeps are posting / joining on Twitter
718,jade_angelkiss elonmusk they are just miserable human beings. Problem is now somehow your political affiliation determines whether you are mourned or not.
719,"andrewmuth TheElderStunt elonmusk Exactly, think what you want about Elon but if he sticks to his guns with transparency and equal &amp; fair moderation Twitter will be so much better."
720,"I am become meme, Destroyer of shorts🔥🩳 AMC Ape LFG 💎🌰🌰 "
721,hemhawes KMacMusic SethDillon elonmusk POTUS Less fuel than a normal car would need. You save a lot of energy by using the power directly instead of refining the fuel with power and then on top the lower efficiency of a normal car compared to an EV
722,Montana2Rice4Ev Caligrl2487 ShoalBear LynnetteJGill LeahRemini elonmusk Kristennetten She blocked one person in this thread. She might block you too.
723,"chefadv ErikE8098 JayBarham69 catturd2 elonmusk Oh, I'm sure there are no crooks in politics. Perish the thought."
724,BillyPumpaloaf RudyGiuliani elonmusk Because of the justice system
725,elonmusk karpathy Water = alive 
726,Aan_YagyaYuIIya: Kamala aunty in action after elonmusk ‘s bIast 😁😁😁 
727,elonmusk MuskUniversity I’ve noticed that.
728,EVargasTV Because elonmusk is a shill for trump and his minions.
729,elonmusk Are we getting Twitter files 2 yet?
730,muskQu0tes elonmusk you started this insanity with the nonsensical ElonMusk Hunter Biden twitter dump
731,TomFitton elonmusk I’m amused at how excited so many Republican men are to catch a glimpse of Hunter Biden’s penis.
732,"elonmusk this weekend I went to my local sheriff's office to make an inquiry, there were a couple young lady's who had a problem with their neighbor, yelling at them, spouting shit, standing in front of their car not allowing them to leave for work"
733,"elonmusk Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please"
734,"The hashtag 
اعتصابات_سراسری 
from Iran protesters have been slowly taken out during the past hours, counts from 2.3 million falling down to 987k during the past 5 hrs or so, despite people still trying. this looks like coordinated and a culling of free speech elonmusk"
735,"SteveHiltonx elonmusk Not even silent they're screaming thag he's a danger to humanity. No, he's just a danger to their corrupt system of power."
736,"JustinB41694302 Totan7682 flakyfan JohnGal25933099 JM52123291 alexbruesewitz elonmusk The government wasn't Bidens at the time, it was Trumps. So Bidens request came as that of a private individual."
737,wineandances bennyjohnson elonmusk alx 🤣🤣🤣. Bc there's none.
738,realjimmylondo elonmusk You think you’ve dogged a bullet but ……..
739,tesla_raj elonmusk Cool 😎
740,"elonmusk
I have been in Twitter solitary confinement for over two weeks, based on NOTHING but a vastly vague accusation of having ""violated rules."" Zero specifics ever were supplied to me, yet I was told I could ""appeal"" the accusations. Full report will follow later."
741,BourneHasRisen: elonmusk TwitterSupport sure would be nice to have the ability to setup individual alert tones for those you are inte…
742,muskQu0tes elonmusk read like a toddler and we will kepp on losing man power in time and money
743,Debbie175518 aseil555 LouisJMarinelli elonmusk I didn't make it up.  It's all over tha internet and everyone is talking about it.
744,"cardin_a moneer_2022 elonmusk TrungTPhan And before you say it, even lawmakers have to create a law or policy or force the censorship. They aren’t that reckless in what was revealed so far"
745,elonmusk Or we just get less intelligent because nobody will think for themselves.
746,Rosie__MrsK: UH60Andy TheFreds Julesa7 RealFairbrass bobscartoons MaajidNawaz JasonMillerinDC mrmarkdolan danwootton LeilaniD…
747,"BThielenhouse DFWWanderer TomFitton elonmusk Oh you don’t care about national security Barbara. Give me a break. If you did, you would be outraged that Trump stole Classified Documents, which not only has put national security at risk, but it will also cost tax payers MILLIONS and MILLIONS of dollars to rectify the damage."
748,TerenceTheNg elonmusk Sounds like network issue
749,00Mishka00 elonmusk he has the unvaxxed blood the judge refuses to give it to him
750,"BuckshotFunk slowquacious jbrookd koonjs01 RealVinnieJames elonmusk It’s a good thing that no one saw the dick pics before the election, because if we did, more people would’ve voted for Biden!  I hear Hunter has a fat Hog 🤣"
751,"4two_ka1 iamrakeshbansal elonmusk World’s second largest populated country, Elon can review this suggestion elonmusk"
752,juliette_fogra jordanbpeterson lexfridman joerogan joeroganhq rustyrockets benshapiro realDailyWire dailywireplus elonmusk *Their
753,"hippojuicefilm elonmusk We've been bitchin about policies not being clear and we're ignored, adl gets to have a national audience to say it.

The hate is there for ppl like this guy, he could be anything but he helps increase hatred by shutting ppl down."
754,OhitsujizaKenji InvsbleFriends birddog9000 elonmusk Thank you Kenji! Appreciated :)
755,ConreyShawn CArAAnN81 alexbruesewitz elonmusk Why did Trump threaten to withhold funds unless ukraine does something about Biden?
756,"Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please "
757,elonmusk Finally 🙏🤣 
758,Luke_Yoho CT_KDO CollinRugg elonmusk I wish it were that easy. Earlier versions of America you were certainly right. I’ve always said America at its best was from the 1980s to 2010.
759,sisterinferior Same! I wish everyone would just listen to the recording. I don’t know how anyone could have listened to that Space and thought anything but “this guy is great and so down to earth.” It made me like elonmusk more!
760,"ronaldy14257370 FirstAnubis AdamPiersen DW_955 WendellHusebo elonmusk TomFitton AJDelgado13 ""God-given rights"" just mean intrinsic human rights that can't be taken away. You're making this a bigger deal than it needs to be."
761,"Dear elonmusk , your staff at Twitter isn’t doing a good job. So many spam and scam posts! This is not good. twitterspam "
762,"michellmybell1 BidenTour CivilLost odktiger FemmeVoilet cl1ntonserver TomDoubting RealDoctorT 42Gnome _Kel_Varnsen_ Mentor2TheGods kimmsue70 1717mule TreatHunterDog MurphyYuiko JackWhoElse lemmabarkaloo TastyMorsel6 ADirtyRottenDog 429jamesowens SnoJusticeCuz MaxDragonard instinctnaturel MucusMucous Timeforfreespe1 Evry1H8sGrtzLOL theProgEqualist JenCages shrekvivre cow_cousin RepublicanRehab MyChickenDinner VtTbQW9s3xjPOow TwoSides1Truth SomeSis1 pookietooth LadyOfTheOcean1 SnoJusticeBro Aimhighffw UtsingerWesley DigiMalice ADouble777 schmevilagain absurd_dad CosmicIndiffer1 Q_Estrada scary_brock jaybento4 MiaZingg elonmusk At this moment, not many
That is why I said I hope we get to a point where we see that again."
763,wowmomcoollol AdamPiersen FirstAnubis DW_955 whack187 WendellHusebo elonmusk TomFitton AJDelgado13 I'm not the one that said our rights come from a creator. You can't get more general than that.
764,"elonmusk let me get this straight, you’re worried about an old dying man trying to cover up his sons drug addiction, &amp; dick pics vs the other oranger tiger king planning a coup?"
765,Silencerfire superdaveqw PapiTrumpo elonmusk Just a super overused meme from the right. It’s hard to come up with new ideas when you’re all borderline tards
766,iambhutia elonmusk 🤣 I guess comma splices are not part of grammar in your world?  Only spelling? 🤣🤣
767,"elonmusk karpathy GOOD MORNING NEW TWITTER NATION PATRIOTS 
it's Tuesday do you know where country is,...
We the people thank you Elon Musk for providing the real collusion evidence, that we all suspected but couldn't prove
God bless our great nation, united we are strong, for divided we fall "
768,elonmusk I would like to know which one
769,"Cleary22Charles muskQu0tes elonmusk The FCC doesn't license the networks, only the local affiliates. The FCC also does not have the legal authority to regulate the news media."
770,"First ill give u FreeSpeech and ill fight the government for u, then ill install a chip to ur brain to control u ..
To me sounds like when they dropped Facebook and what it becomes over the years .. 
Elonmusk FreeSpeechMatters"
771,"PositivityTurtl Roosterboy81 utescootin bob_cat_man LeahRemini elonmusk Kristennetten break it down... I went to the scientology church in LA, the people were friendly and interesting.... no point did I say I'm a member or was joining.
you added 2 and 2 and came up with something that fitted your views "
772,elonmusk RubinReport No kidding 
773,"LeahRemini Flyswatter elonmusk Kristennetten littleE is doing his best to fuck with everyone that isn’t a maggot. He’s quite transparent, and supremely boring. I’d hate to be stuck in an elevator with him."
774,muskQu0tes: “I am selling almost all physical possessions. Will own no house.” elonmusk
775,"ComGrants elonmusk GaaSyy_ch elonmusk

I basically agree with the above tweet.
In adition, a Japanese scoundrel created a new account GaruGaruGarew in violation of Twitter's ban evasion policy, even though his account GaaSyy_ch had been suspended."
776,"Elon Musk Is Working For The Government! Sort Of. Spacelink is unveiling StarShield A Military Variation Of Starlink Satellites. The Biggest Potential Customer the U.S. Government Elonmusk Starlink telecom Military 

"
777,EvaVlaar elonmusk jordanbpeterson Who will be doing that streaming? Will authoritarian regimes have access to Neuralinked dissident minds? Will misinformation and disinformation censors have the ability to literally police and redirect our thoughts? NOtotranshumanism 
778,JeanieHess13 KamilPustula celineInBC babe_freedom elonmusk FoxNews She didn't want to be first. 
779,"BrabantNick DrEliDavid elonmusk Regulatory colonialism, your rules on the rest of the world. Scumbags"
780,WholeMarsBlog elonmusk OpenAI is something else lmao
781,carsonight william67670367 kesserven EPavlic elonmusk Tesla mayemusk TeslaOwnersEBay teslaownersSV 28delayslater TeslaNY klwtts Teslarati Kristennetten And Germany just tore down a wind farm to open up a coal mine.  Maybe they didn’t get the “it’s all fine” memo.
782,LoneWolfe666 Belinda71555585 elonmusk Do you have remotely any idea what's going on?
783,elonmusk karpathy Interplanetary life to follow…
784,Outkick elonmusk TomiLahren Another one who slept through civics and doesn’t understand the concept of free speech.
785,BaoTran57933694 WatcherGuru elonmusk tim_cook It was a misunderstanding already solved by the two CEO’s. So don’t rush yourself to switching hun you will regret it! Apple is the best and has its users as a priority and our safety as well.
786,"elonmusk Instead of causing the death of thousand of innocent animals while testing your Neurolink, please test them in those who want to go ahead with this horrible technology. It's my humble request. You can do better. You should do better. But not at the cost of animals."
787,"elonmusk Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please"
788,"LayahHeilpern elonmusk Teslas make other EVs look like junk, that being said I think combustion engines are a necessity when the people that control the narrative want to have the power to just shut off your car at will."
789,"juliette_fogra jordanbpeterson lexfridman joerogan joeroganhq rustyrockets benshapiro realDailyWire dailywireplus elonmusk It might be there last supper, who knows..."
790,muskQu0tes: “Being a Mom is just as important as any career” elonmusk
791,ElonMusk is a treasonous piece of trash who deserves to be treated like the pathetic bitch he is.
792,"alx elonmusk wikileaks That's a kick to the chops of Matt Taibbi.

Sorry Matt, we need something we can actually read.

And of course, unless WikiLeaks releases it we can't pretend there's actually substance to all the bullshit."
793,JohnJHarwood MoElleithee elonmusk too many of the same ads over and over.
794,LenaEpstein elonmusk Nope 
795,SteveHiltonx elonmusk Are you really saying that lol
796,elonmusk You should buy GM. Bin Salman would finance the deal. You need that Detroit presence for the lobbying capability.
797,"elonmusk I'm new to it,But loving it so far."
798,"muskQu0tes elonmusk Bright,high Time to by hotels ín Krim!"
799,Elon Musk is the modern day Batman😊elonmusk
800,Arya1050 bennyjohnson elonmusk alx Oh my god.. TRUMP TRUMP. SORRY this has zero to do with your DADDY. 🤣😂
801,"sofiaicarbone johncardillo elonmusk LOL…you think anyone from Trump’s admin had any juice to ask any of the tech cos anything???

The ones that added to the Russia hysteria for 4 years?"
802,caraISso_bored reverendmatty elonmusk Just say no to dope.
803,elonmusk SEC_Enforcement GaryGensler Give light to what is really hurting thousands of companies and retail investors throughout the market.  
804,"Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please "
805,"GiGiJohnson1960 DeanObeidallah elonmusk Hunter’s laptop, the unicorn  that conservative wet dreams are made of. "
806,"alexbruesewitz elonmusk No , of course not."
807,Hidenseek94 RonFilipkowski elonmusk Trump’s campaign manager was providing polling data to a Russian oligarch with close ties to Putin.
808,iamraisini elonmusk karpathy Why would a person get suspended for this reason alone? Makes no sense. 🤔
809,elonmusk WholeMarsBlog Smart.
810,Malcolm_fleX48 Would gift it to ya if that was an option. elonmusk should add that.
811,elonmusk Please ban more fraud and bots on Twitter 🙏 And ban who spreading fake news 🙏
812,"Remember, elonmusk exposed the FBI."
813,Cobratate ... Just noticed. elonmusk agrees with your bible rule 10 haha
814,SweetJesus4000: ElonMusk may be the stupidest man alive 
815,muskQu0tes BarackObama elonmusk Don't compare yourself to the Obummer guy. You're so much better.
816,"DrEliDavid elonmusk well yes he did buy it, and no one is being bullied, it is called the law."
817,"elonmusk One will wonder if those elonmusk followers are truly original or as Twitter HEAD now, musk can just be pumping the numbers?, because the way his followers are exploding as soon as he bought twitter needs serious CONCERN, A million followers overnight, in fee hours??!?????????"
818,elonmusk My man
819,Indians likely Vijaya are born corrupt and have imported corruption into USA. She deserves to be imprisoned  for life. elonmusk
820,"60GritMiggy DrEliDavid elonmusk EU doesn't have free speech, what it has is a bunch of bureaucrats in Brussels making up rules as they please. It's a socialist ""paradise"" Democrats want to establish in the US, BernieSanders is very clear about that."
821,"SupraTico95 Momof2inDE hureau_dan DebraMilam6 elonmusk Ha, ironic that this started as a convo about free speech and now you’re claiming the Right owns words the Left are taking.  Aren’t all words free to be used by whomever?"
822,"SwaggerUSA1: GOOD MORNING TWITTER 💧

CyberWeek Bitcoin ethereum cryptotwitter NFT NFTcommunity competition influencer DOGE do…"
823,Gislana449Susan FrankieVTech1 MostlyPeacefull elonmusk I don't believe that as one doesn't use the n-word in any sentences..
824,muskQu0tes elonmusk Education is also the path for overcoming hate speech and mis information.
825,Moon_River05 Twitter TwitterSupport elonmusk Not all men feel or act that way.
826,"Tesla: Completed at highway speed, without charging on the way &amp; over 4,000 ft of elevation "
827,RichardGrenell: Imagine winning a Pulitzer for a fake news story you fell for - and then ignoring the elonmusk revelations that your e…
828,But not yet on venezuela 
829,"DocumentingBTC elonmusk $ducker is safe. Based team, no tax, contract renounced, liquidity burnt."
830,elonmusk It’s delightful.
831,alx elonmusk wikileaks Except he might have to move to a country that doesn't have extradition.
832,agentcurieuse EVargasTV That's because Twitter is no longer an echo chamber for the left. elonmusk opened up the playground for all who follow the playground rules. There are other viewpoints than yours.
833,loveisloveisit SteveHiltonx elonmusk 97% of collusion with Twitter was with democrats...that was part of the release ..it's not just uncommon it's illegal and true unlike Russian collusion..and this was free...thanks elon musk !
834,WholeMarsBlog elonmusk Is it really feasible for a car known for its legendary electrical failures to make an EV? I’ll stick to diesel and have a less problematic vehicle.
835,docchai2022: Pittounicos jonastyle_ elonmusk Oops checked your page. No N words. Just your own hate speech and TDS that you sent to…
836,CollinRugg elonmusk You are an awful person
837,"LayahHeilpern elonmusk I find it interesting that one can decipher the political affiliation of a media outlet by the people, companies and organizations they either praise or criticize. What once was news, now are narratives. What once were editorial comments now are feature stories. Elonmusk"
838,"devilmaskrascal dwa1211985 GaryMowrer1 TheDarkReporter knels59221 LayahHeilpern elonmusk Most people, but people who like inciting violence might like it."
839,"elonmusk

Must watch!"
840,Doing a great job here elonmusk or is it only left wing bots you’ve got an issue with 
841,"SteveHiltonx elonmusk You call not publishing dick picks collusion, but 120 contacts with Russian operatives business as usual?"
842,"elonmusk ChuckGrassley Pontifex Card_R_Sarah JeffBezos EWTNNewsNightly 
Please meditate and pray and visualize about “something bad happening”.  It’s as you believe so shall it be done unto you.  Please suggest a healthy outcome!  Your brain will compensate!!  Please try!!"
843,pam33771: Source : 
844,"NickAgain8 BobbieGaleB KamilPustula celineInBC babe_freedom elonmusk FoxNews That's because she's either doubling down, or realizing she's  been so terribly wrong all along. "
845,Walcandy1 elonmusk He’s a criminal.. no thanks
846,"LayahHeilpern elonmusk He is really doing somethng good thinking more about it, he kind'o want to untame the pple against govt, big tech, nd big pharma Psyops. Against brainwash nd systemic exploitation, people will be able to use d power in the brain more in solving their own problems nd own demselves"
847,jj_talking: elonmusk 10% for the Big Guy 🍻 
848,"JohnMorello7 RudyGiuliani elonmusk Rudy, you better tone down your high profile.  I have a running bet that the HB laptop is nothing but a hack and dump by Rudy using cutouts."
849,"TomFitton elonmusk Twitter But when Trump was in office all the old news was great for you guys, wasn't it? You know shit he said 30yrs ago... Hypocritical leftist."
850,"elonmusk Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please"
851,catturd2 ace2blue elonmusk Just a show.  I think the Ukraine war is fake excuse to pay our climate tax to the new world order WEF.  We are funding our own destruction
852,MichaelWaltrip1 QuispMe traxattack AngryFleas elonmusk How about we look at Nevada 2020? Not more votes than registered voters here. 
853,"SteveHiltonx elonmusk The media needs to be held accountable. Hopefully, someone out there with a big brain, elonmusk could figure out a way to punish this corrupt establishment."
854,ScottProEU elonmusk But he wont free speech has turned into hate speech and racism they feel compelled to share it now without any problem
855,"BumperCarJoe World_ly elonmusk Yes they did, multiple times. They actually report all News. Even the Hershel Walker abortion and his kid coming out on social media. Not just one sided and have the FBI covering up real important information."
856,LayahHeilpern elonmusk Please use the self driving mode and take a 😴
857,Is_Keith_Smooth InvsbleFriends birddog9000 elonmusk Smooth af 🔥👏
858,"brhan69393677: 🇪🇹 has shut down the internet at least 22 times since 2016, The blackout affecting Tigray “is the world’s longest uninte…"
859,MattRooneyNJ elonmusk No outrage over Fauci torturing and testing on beagle puppies.  🤷‍♂️
860,frankthorp BenSasse Trump didn’t say terminate the constitution. He said terminate portion in constitution dealing with election because 2020 election was fraudulent. elonmusk just proved democrats and the FBI interfered in the 2020 election. And 2016 with Clinton/Obama.
861,"elonmusk finkd things like my time zone is See? ES tea? I would love to heard ur staff read out loud. Mark walks in, very good Twitter gawd at a desk, u blocked the 1st Lady Message when she was in tears &amp; blamed it on the kid who invented hashtags again. What if I call him in?"
862,"elonmusk MuskUniversity Swallowed shampoo
Probably gonna die
It smelled like fruit
That was a lie
Called the number on the bottle
Spoke to a guy
He said “Vomit”
I said “Why?”
He said “Poison”
I said “Goodbye”
I look at my finger
I look at my life
It wasn’t that much
I’ll probably be fine…
X-x

Follow❤️"
863,"DamienMilliBy40: KleeKaiETH always helping people out 💜💜
Don't forget to sign up at  for your chance to win 💜🎅🎄…"
864,greg_price11 elonmusk It appears to be becoming too difficult for them to successfully spin the damaging news that is coming forward. I hope Elon is actually working with military intelligence to expose these deep state criminals for us all to see. Keep the news flowing Elon!
865,RyanWMerkley: Kudos to rachael_levy and Reuters for this exhaustive exposé on the horrendous animal cruelty committed by elonmusk an…
866,Pittounicos jonastyle_ elonmusk It’s obvious your hate overwhelms and consumes you! Take a deep breath and relax. Trump 2024!😂🤣
867,elonmusk Don’t lie 😂😂
868,farzyness elonmusk RationalEtienne WholeMarsBlog Kristennetten stevenmarkryan heydave7 Added timestamps 💪🏻  
869,wisconsin_now: ThisIsKyleR elonmusk We had our Facebook page shut down and the editor's personal pages were severely blocked from pos…
870,carsonight william67670367 kesserven EPavlic elonmusk Tesla mayemusk TeslaOwnersEBay teslaownersSV 28delayslater TeslaNY klwtts Teslarati Kristennetten Perhaps.  But fiberglass isn’t recycled now.  What changes in the future?  Recycling Gestapo?
871,codeofvets 1776Gretchen TwitterSupport elonmusk Twitter It's kind of like elementary school.
872,elonmusk Are you willing to employ a mental health specialist to help your developers make algorithms that promote good mental health vs the dangerous dopamine hit that they currently cause? mentalheatlhmatters
873,SteveHiltonx Toole67 elonmusk Who do you think pays them??? The media is a Propaganda machine🤷🏻‍♀️
874,"richimedhurst: elonmusk Check out the full playlist, summarizing each day of the court proceedings:
 

I also i…"
875,"AnonWintermute EngineerMike_ castleforducks IwriteOK elonmusk Yes! Many of my lazy employees refused, so I fired them and had them forcibly sterilized so they don't produce another generation of slackers."
876,alexbruesewitz elonmusk Cry me a river.
877,TomFitton elonmusk Twitter Election interference is NOT COINCIDENTAL 😡
878,"Gold Investors Meta PublicSale JeffBezos ELONMUSK BILLIONAIRE NFT DonaldTrump Blockchain invest Goal Win future

THE ROYAL CYBER DOLLS®
BOTS OF HEAVEN®

IT'S ROYAL CYBER TIME

CYBER SHOPPING PARADISE
 "
879,ShawnRiegsecker poochlalow catturd2 elonmusk Investments are legal are they not?
880,BOlsDane alexbruesewitz elonmusk I don't know how many of you I've asked for evidence of election fraud. And have yet received any. Make me believe.
881,DonaldJTrumpJr: There are more people on Twitter condemning elonmusk for trying to prioritize free-speech then there are condemning Ch…
882,PCRM: Thank you to rachael_levy and Reuters for this exhaustive exposé on the animal cruelty committed by elonmusk and neuralink th…
883,"Finger-pointing to other countries in terms of corruption.  Shame on all of them, but also shame on us believing them! elonmusk great work, you deserve applause! "
884,RudyGiuliani elonmusk Thank God for elon musk
885,Pittounicos jonastyle_ elonmusk quit searching nectarines then!
886,"Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please "
887,alexstein99 elonmusk jimmyfallon Slumbering or deactivated (phone number validation) bots are gonna be hard to clear.
888,RealSaavedra elonmusk I agree totally🙂
889,Day 78 of asking elonmusk to DM me
890,86grey86 SrPetersETH GodHatesNFTees SrPetersLAB ApeHaterClub 1MillionMemes garyvee barkmeta franklinisbored elonmusk Ready
891,elonmusk WholeMarsBlog Why bother when you’re doing all the R&amp;D for them ?
892,"SteveHiltonx elonmusk Because...like Twitter1, these corrupt media toilets are no journalists, they're bought by the chinese and the left. They're worse than Twitter1 because not only they colluded but they brainwashed people everyday with misinformation instead of facts."
893,LenaEpstein elonmusk Why do you want to see Hunter Biden's pp so bad?
894,"AmoneyResists elonmusk This is literally happening to me, noting but right wingers I don’t follow or showing up"
895,SteveHiltonx elonmusk Who watches them anyway?
896,"SteveHiltonx elonmusk Because it’s a non story. Now let’s talk about an insurrectionist who stole government docs, attempted to interfere in an election and “find votes” and tax evasion and emolument violations. Then there is his family who profited off his operations"
897,"Twitter
TwitterCreators
TwitterSupport
TwitterSafety
elonmusk
I want my circle of friends to be more and my group to be bigger, but the group can have total 75 members, I request to increase the number of group members to 200 thanks."
898,"ya_4_Elon VictoriRaeW SteveHiltonx elonmusk Because it’s a hacked, naked picture of a private citizen that he didn’t authorize to be posted…. I’m assuming you’re ok with people accessing your private info and posting it for the world for political gain?"
899,elonmusk FoxNews I agree.  This includes former President Abraham Lincoln.
900,"elonmusk karpathy But when computing becomes total digital, we will biologically feel useless, no longer needed, unhappy. Everyone will feel without purpose."
901,COLDEX_STC elonmusk SpaceX NSF blueicehiggins icy_pete US_IceDrilling OSUCEOAS Princeton GeosciencesPU OregonState UMNews And we thought we had winters on Ontario Canada. That looks like winter on fast forward 😅🤣😂
902,HMZZZaZ elonmusk CrainCompany JakeCrain_ Blain_Crain davidadamcone nosoup4knowles ConesHighWaters Conelaserrocket sisterrigby abbeymkaiser TallRiot DrBrookeGevock EdSmith7133 bjps09xu13 David_Street17 EJRunice BlainsMustache Kyle_Jenkins2 The greatest team assembled since the Avengers
903,Cocochaneladair elonmusk davidgokhshtein So hype is supposed to outweigh the VALUE which dogecoin wields as the worlds purest form of currency?
904,Dbcooper1122 papalolo2557 LathropJoseph g0dwin198O Trump4Prison24 Caitlyn_Jenner elonmusk You mean my side remark calling out your side remark?
905,"NoFanOfRussnia NNjoken humantransit elonmusk ALilling Tesla The capacity of such ""pods"" or whatever they are called here is near zero. 

Covid can be taken care of with masks and ventilation.

And ""specified time"" is removed once a decent timetable and frequency is established. Follow humantransit for more insights."
906,"FirstAnubis AdamPiersen DW_955 whack187 WendellHusebo elonmusk TomFitton AJDelgado13 You guys can't stay on topic can you? Pierson was equating the creator, that you believe made our laws, with the Big Bang theory as well as aliens."
907,Sharon30722539: LenaEpstein elonmusk Kind of like 
908,"RealMelroy elonmusk KimDotcom Crazy my likes gone again this morning, from other tweets in this thread too."
909,"Jillie_Alexis: ThisIsKyleR elonmusk Over 14 platforms shut us down, and mentioning his name was flagged as violence across many platf…"
910,"elonmusk The negative noises are fading away, Now quality is coming out!"
911,LayahHeilpern elonmusk The majority of us that support free speech can't afford a Tesla.
912,"elonmusk Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please"
913,MzkittnPi therealraj61 Teh_Snowflake elonmusk justinemusk Do you think the right or the left is more likely to be antivax?
914,elonmusk It this one.
915,MarioNawfal It’s not making them money.  They can’t compete with elonmusk
916,hrkbenowen elonmusk Yes absolutely I can't wait for the phone to come out.
917,elonmusk One of the main reasons I admire you the most is because you are Pro-Life Elon. 
918,elonmusk  so many of us thought things would change when you bought Twitter and promised change.. nothing has though .
919,bidenaintlyin bennyjohnson elonmusk alx Wanna know what's even more putrid. 🤔 the fact the the democrat party has to cheat to win elections. Smh. I'm not on either side. But this is a new level of disgusting. Child trafficking. I hope they hang every Democrat in the white house. Trump old news. Joe and the HOE oh.. 😉
920,"You know what really grinds my gears?

Daniel Horowitz aka RMConservative still suspended by elonmusk &amp; twitter  with NO ""amnesty"" in sight. "
921,FACTS!! 
